Time,Signal
12514.54,346
12517.38,342
12520.22,342
12523.07,348
12525.91,355
12528.76,352
12531.6,348
12534.44,341
12537.28,345
12540.12,348
12542.96,351
12545.79,352
12548.63,347
12551.47,346
12554.31,345
12557.15,352
12560,358
12562.84,354
12565.68,346
12568.51,344
12571.36,350
12574.21,356
12577.06,362
12579.89,361
12582.72,351
12585.56,351
12588.4,352
12591.24,359
12594.08,364
12596.92,362
12599.76,354
12602.6,356
12605.44,360
12608.28,366
12611.12,365
12613.97,361
12616.79,357
12619.63,357
12622.48,367
12625.32,372
12628.17,367
12631.01,361
12633.85,354
12636.69,347
12639.53,350
12642.37,351
12645.21,348
12648.06,338
12650.9,328
12653.74,328
12656.58,331
12659.42,335
12662.26,331
12665.1,322
12667.94,319
12670.78,320
12673.62,323
12676.47,325
12679.31,326
12682.15,320
12685,312
12687.84,312
12690.68,322
12693.51,326
12696.35,322
12699.19,316
12702.04,313
12704.87,315
12707.71,325
12710.56,329
12713.4,325
12716.24,320
12719.08,317
12721.91,316
12724.76,325
12727.6,327
12730.44,319
12733.28,316
12736.13,316
12738.98,319
12741.82,327
12744.66,325
12747.5,319
12750.34,317
12753.19,317
12756.03,321
12758.86,332
12761.7,329
12764.54,326
12767.38,320
12770.22,318
12773.07,326
12775.91,331
12778.76,333
12781.6,328
12784.44,318
12787.29,320
12790.13,323
12792.98,327
12795.82,330
12798.66,325
12801.51,319
12804.35,324
12807.18,332
12810.02,334
12812.86,331
12815.7,324
12818.52,319
12821.36,322
12824.2,324
12827.04,327
12829.87,329
12832.7,320
12835.54,318
12838.38,323
12841.22,332
12844.06,331
12846.9,330
12849.74,321
12852.58,318
12855.42,326
12858.26,330
12861.1,331
12863.94,328
12866.78,326
12869.62,327
12872.45,336
12875.29,347
12878.13,352
12880.97,342
12883.8,335
12886.64,334
12889.48,340
12892.32,347
12895.16,350
12898,346
12900.83,342
12903.67,346
12906.5,357
12909.34,362
12912.18,362
12915.02,352
12917.84,342
12920.67,338
12923.51,340
12926.35,345
12929.19,340
12932.02,332
12934.86,327
12937.7,325
12940.54,333
12943.38,334
12946.21,332
12949.06,330
12951.9,323
12954.73,327
12957.57,330
12960.41,335
12963.25,333
12966.09,329
12968.92,322
12971.76,324
12974.6,330
12977.44,336
12980.27,331
12983.11,322
12985.96,322
12988.8,330
12991.64,337
12994.48,340
12997.32,336
13000.17,331
13003.01,323
13005.84,323
13008.67,318
13011.51,304
13014.36,298
13017.2,296
13020.04,318
13022.88,349
13025.72,391
13028.56,440
13031.4,499
13034.23,575
13037.08,646
13039.92,649
13042.76,641
13045.59,550
13048.43,437
13051.27,338
13054.11,280
13056.95,252
13059.79,245
13062.63,239
13065.47,241
13068.3,245
13071.14,262
13073.98,280
13076.82,304
13079.64,318
13082.48,326
13085.32,325
13088.17,331
13091.01,336
13093.84,338
13096.68,336
13099.52,328
13102.36,321
13105.2,324
13108.04,332
13110.88,341
13113.72,334
13116.56,332
13119.4,328
13122.24,333
13125.08,338
13127.92,340
13130.76,338
13133.6,331
13136.44,330
13139.28,335
13142.1,343
13144.94,346
13147.78,335
13150.62,331
13153.47,331
13156.31,340
13159.16,344
13162.01,343
13164.85,338
13167.68,329
13170.51,330
13173.36,339
13176.2,343
13179.04,341
13181.87,337
13184.71,332
13187.56,333
13190.4,340
13193.23,345
13196.07,342
13198.91,340
13201.76,337
13204.6,339
13207.43,347
13210.27,346
13213.11,347
13215.96,343
13218.8,335
13221.63,343
13224.47,353
13227.31,353
13230.14,350
13232.98,343
13235.82,339
13238.66,345
13241.5,353
13244.34,359
13247.18,350
13250.02,348
13252.86,343
13255.7,348
13258.54,357
13261.38,356
13264.22,349
13267.06,342
13269.9,340
13272.74,342
13275.58,348
13278.42,346
13281.26,337
13284.09,328
13286.92,325
13289.76,326
13292.59,327
13295.42,324
13298.26,313
13301.1,306
13303.94,303
13306.78,308
13309.62,312
13312.47,307
13315.31,295
13318.15,291
13320.99,293
13323.83,300
13326.67,300
13329.5,295
13332.34,289
13335.18,283
13338.02,286
13340.86,295
13343.7,300
13346.54,298
13349.38,290
13352.22,282
13355.06,290
13357.9,292
13360.74,296
13363.58,292
13366.42,284
13369.26,287
13372.1,290
13374.94,299
13377.78,300
13380.62,300
13383.46,289
13386.3,287
13389.14,292
13391.98,296
13394.82,299
13397.66,292
13400.51,290
13403.36,288
13406.2,294
13409.04,301
13411.88,305
13414.72,294
13417.55,287
13420.39,291
13423.23,296
13426.08,306
13428.92,305
13431.76,296
13434.6,290
13437.44,295
13440.28,303
13443.12,307
13445.96,302
13448.8,299
13451.64,295
13454.48,294
13457.31,304
13460.16,308
13463.01,309
13465.85,300
13468.68,297
13471.51,300
13474.36,307
13477.2,314
13480.02,309
13482.86,301
13485.7,299
13488.54,303
13491.38,316
13494.22,319
13497.06,316
13499.9,315
13502.74,316
13505.58,320
13508.42,327
13511.26,325
13514.1,322
13516.94,317
13519.78,321
13522.62,332
13525.47,338
13528.31,343
13531.15,336
13533.99,328
13536.83,326
13539.67,332
13542.51,332
13545.35,330
13548.19,320
13551.03,312
13553.87,308
13556.71,313
13559.54,315
13562.38,308
13565.22,303
13568.06,296
13570.9,299
13573.74,306
13576.58,314
13579.42,307
13582.26,300
13585.1,296
13587.94,300
13590.78,306
13593.62,308
13596.46,303
13599.3,297
13602.14,293
13604.98,301
13607.82,307
13610.66,311
13613.5,303
13616.34,297
13619.18,296
13622.02,303
13624.86,307
13627.7,307
13630.54,295
13633.38,277
13636.22,270
13639.06,267
13641.9,279
13644.73,297
13647.57,320
13650.41,345
13653.26,400
13656.1,480
13658.94,579
13661.78,649
13664.62,650
13667.46,631
13670.3,537
13673.14,407
13675.98,298
13678.82,222
13681.67,184
13684.5,174
13687.34,183
13690.18,202
13693.01,231
13695.84,250
13698.68,261
13701.52,273
13704.36,294
13707.2,308
13710.04,313
13712.88,308
13715.72,299
13718.56,299
13721.4,301
13724.24,307
13727.09,311
13729.93,308
13732.77,304
13735.61,299
13738.46,306
13741.3,315
13744.14,317
13746.98,312
13749.82,305
13752.67,301
13755.51,309
13758.35,320
13761.19,319
13764.03,318
13766.87,308
13769.71,311
13772.54,313
13775.38,319
13778.22,320
13781.06,316
13783.9,313
13786.74,319
13789.58,325
13792.42,331
13795.26,326
13798.1,324
13800.94,317
13803.78,322
13806.62,326
13809.46,330
13812.3,329
13815.14,324
13817.99,325
13820.83,327
13823.67,338
13826.51,340
13829.35,342
13832.2,334
13835.03,333
13837.87,337
13840.71,346
13843.54,355
13846.38,352
13849.22,343
13852.06,340
13854.9,348
13857.74,356
13860.58,358
13863.42,356
13866.26,352
13869.1,346
13871.94,349
13874.78,359
13877.62,358
13880.47,352
13883.31,348
13886.16,346
13889.01,349
13891.85,355
13894.69,352
13897.52,347
13900.36,332
13903.2,328
13906.04,333
13908.87,333
13911.71,328
13914.56,317
13917.41,310
13920.25,303
13923.1,307
13925.94,308
13928.78,303
13931.61,298
13934.45,289
13937.29,289
13940.13,293
13942.98,297
13945.81,294
13948.66,287
13951.5,284
13954.34,284
13957.18,291
13960.02,293
13962.86,291
13965.7,288
13968.54,282
13971.38,284
13974.22,290
13977.07,297
13979.91,291
13982.75,288
13985.59,283
13988.43,289
13991.27,295
13994.12,296
13996.96,291
13999.8,279
14002.64,281
14005.48,285
14008.32,292
14011.17,294
14014.02,291
14016.86,286
14019.7,284
14022.54,292
14025.38,298
14028.22,303
14031.06,297
14033.9,294
14036.73,291
14039.58,299
14042.42,305
14045.26,310
14048.1,300
14050.94,297
14053.78,300
14056.62,307
14059.46,311
14062.31,311
14065.16,304
14068.01,300
14070.84,303
14073.68,309
14076.52,317
14079.37,315
14082.22,309
14085.06,302
14087.9,305
14090.74,315
14093.58,314
14096.42,312
14099.26,308
14102.1,304
14104.94,310
14107.78,314
14110.62,314
14113.47,310
14116.31,304
14119.16,301
14122,307
14124.83,316
14127.67,317
14130.51,315
14133.35,308
14136.19,308
14139.03,317
14141.87,327
14144.71,326
14147.55,323
14150.39,318
14153.23,314
14156.08,321
14158.91,324
14161.75,328
14164.59,326
14167.43,324
14170.27,328
14173.11,338
14175.96,342
14178.8,337
14181.64,325
14184.48,319
14187.32,317
14190.17,319
14193.02,323
14195.86,320
14198.7,308
14201.54,298
14204.38,296
14207.22,302
14210.06,305
14212.9,306
14215.74,298
14218.58,296
14221.4,298
14224.24,308
14227.09,307
14229.93,306
14232.77,296
14235.61,293
14238.46,301
14241.3,305
14244.14,308
14246.98,304
14249.82,298
14252.67,296
14255.51,302
14258.36,308
14261.2,307
14264.04,306
14266.88,298
14269.72,298
14272.56,301
14275.4,298
14278.24,289
14281.09,273
14283.93,265
14286.77,274
14289.61,297
14292.46,333
14295.3,380
14298.14,444
14300.98,530
14303.82,634
14306.66,650
14309.51,651
14312.35,644
14315.19,542
14318.04,386
14320.88,256
14323.72,182
14326.56,156
14329.41,161
14332.26,180
14335.1,204
14337.94,240
14340.78,272
14343.62,294
14346.47,302
14349.32,300
14352.16,296
14355.01,302
14357.85,303
14360.69,305
14363.53,301
14366.38,298
14369.22,291
14372.06,298
14374.9,306
14377.73,310
14380.58,305
14383.42,299
14386.25,297
14389.09,300
14391.93,307
14394.78,308
14397.62,302
14400.46,296
14403.3,300
14406.14,300
14408.98,311
14411.81,309
14414.65,305
14417.49,299
14420.33,302
14423.18,311
14426.02,316
14428.86,316
14431.7,309
14434.54,307
14437.38,309
14440.22,314
14443.07,319
14445.91,314
14448.76,313
14451.6,305
14454.44,312
14457.28,315
14460.12,321
14462.96,318
14465.79,310
14468.63,309
14471.47,313
14474.31,323
14477.15,325
14480,323
14482.83,321
14485.67,321
14488.5,325
14491.34,336
14494.18,338
14497.02,336
14499.86,331
14502.7,334
14505.54,338
14508.38,348
14511.21,349
14514.05,343
14516.89,338
14519.73,341
14522.58,348
14525.42,356
14528.25,354
14531.1,348
14533.94,344
14536.77,342
14539.61,347
14542.46,348
14545.3,342
14548.14,331
14550.98,322
14553.82,319
14556.67,321
14559.51,323
14562.35,313
14565.19,302
14568.03,294
14570.87,294
14573.71,302
14576.55,302
14579.39,297
14582.23,288
14585.08,280
14587.91,282
14590.75,287
14593.59,291
14596.43,290
14599.26,279
14602.1,279
14604.94,283
14607.78,288
14610.62,294
14613.46,289
14616.3,280
14619.14,278
14621.99,286
14624.83,293
14627.67,292
14630.51,286
14633.36,281
14636.21,281
14639.05,286
14641.89,292
14644.73,294
14647.57,287
14650.41,284
14653.25,282
14656.1,292
14658.94,298
14661.78,294
14664.62,287
14667.47,286
14670.31,287
14673.16,295
14676,300
14678.83,301
14681.68,293
14684.52,291
14687.36,293
14690.2,296
14693.04,305
14695.88,303
14698.72,297
14701.56,294
14704.4,299
14707.24,301
14710.09,309
14712.91,308
14715.75,297
14718.59,296
14721.43,298
14724.27,305
14727.11,311
14729.96,302
14732.8,296
14735.64,296
14738.48,299
14741.32,308
14744.17,309
14747.02,307
14749.86,296
14752.7,300
14755.54,304
14758.38,312
14761.22,314
14764.06,310
14766.9,299
14769.74,299
14772.58,307
14775.42,314
14778.26,313
14781.1,310
14783.95,306
14786.79,302
14789.64,311
14792.47,313
14795.31,313
14798.16,306
14801,305
14803.83,303
14806.68,315
14809.52,316
14812.36,318
14815.2,307
14818.04,306
14820.88,303
14823.72,315
14826.56,322
14829.4,321
14832.24,318
14835.09,318
14837.93,321
14840.77,330
14843.61,330
14846.46,325
14849.3,321
14852.14,320
14854.98,326
14857.82,337
14860.66,341
14863.5,341
14866.34,335
14869.18,328
14872.02,333
14874.86,338
14877.7,332
14880.54,327
14883.38,318
14886.22,312
14889.05,316
14891.88,315
14894.72,309
14897.57,303
14900.41,296
14903.25,300
14906.1,304
14908.94,311
14911.78,307
14914.62,305
14917.46,294
14920.3,296
14923.14,303
14925.99,308
14928.83,305
14931.67,298
14934.51,292
14937.36,297
14940.2,303
14943.04,310
14945.88,309
14948.72,298
14951.56,296
14954.4,298
14957.24,305
14960.09,308
14962.93,304
14965.77,291
14968.61,281
14971.46,270
14974.3,268
14977.14,276
14979.98,283
14982.82,296
14985.66,331
14988.5,393
14991.34,482
14994.17,589
14997.02,649
14999.86,651
15002.7,650
15005.54,645
15008.38,556
15011.22,398
15014.06,252
15016.9,161
15019.74,137
15022.58,156
15025.42,196
15028.26,239
15031.1,269
15033.95,286
15036.79,302
15039.63,313
15042.47,316
15045.31,315
15048.16,307
15051.01,297
15053.84,300
15056.68,309
15059.52,315
15062.37,316
15065.22,308
15068.06,309
15070.9,307
15073.74,314
15076.58,319
15079.43,316
15082.27,310
15085.12,306
15087.97,315
15090.82,317
15093.66,324
15096.5,317
15099.34,316
15102.19,311
15105.03,315
15107.86,322
15110.7,331
15113.54,325
15116.37,318
15119.21,317
15122.06,325
15124.9,332
15127.74,332
15130.58,328
15133.42,324
15136.26,325
15139.1,327
15141.94,334
15144.78,336
15147.62,328
15150.47,321
15153.31,323
15156.15,333
15159,336
15161.84,337
15164.68,332
15167.52,325
15170.36,330
15173.21,339
15176.06,345
15178.9,348
15181.74,341
15184.58,338
15187.42,345
15190.27,350
15193.11,356
15195.95,358
15198.8,353
15201.64,348
15204.48,355
15207.32,361
15210.17,368
15213.02,369
15215.86,356
15218.7,357
15221.54,363
15224.38,366
15227.22,370
15230.06,362
15232.89,355
15235.73,350
15238.58,351
15241.42,354
15244.26,354
15247.1,342
15249.94,331
15252.78,324
15255.62,329
15258.46,331
15261.3,329
15264.14,316
15266.99,311
15269.83,305
15272.68,310
15275.52,317
15278.37,310
15281.21,303
15284.05,300
15286.89,297
15289.73,303
15292.58,309
15295.42,306
15298.26,299
15301.11,296
15303.96,297
15306.8,305
15309.64,308
15312.49,310
15315.33,300
15318.18,296
15321.02,299
15323.86,306
15326.7,309
15329.54,307
15332.38,299
15335.22,299
15338.07,302
15340.91,307
15343.76,312
15346.6,311
15349.45,300
15352.3,300
15355.14,303
15357.98,310
15360.82,315
15363.66,310
15366.5,306
15369.34,303
15372.18,308
15375.02,316
15377.86,316
15380.7,312
15383.54,304
15386.37,306
15389.22,310
15392.06,316
15394.89,315
15397.72,313
15400.56,308
15403.4,308
15406.24,319
15409.08,323
15411.92,321
15414.76,313
15417.6,308
15420.44,312
15423.28,320
15426.12,324
15428.97,322
15431.81,316
15434.65,312
15437.5,316
15440.34,324
15443.18,332
15446.02,328
15448.86,319
15451.7,314
15454.54,320
15457.37,326
15460.21,332
15463.06,327
15465.9,320
15468.74,314
15471.58,322
15474.42,327
15477.26,328
15480.1,327
15482.94,316
15485.78,315
15488.62,321
15491.46,328
15494.3,330
15497.14,326
15499.98,318
15502.82,316
15505.66,322
15508.5,331
15511.34,329
15514.18,326
15517.02,319
15519.85,320
15522.69,326
15525.53,327
15528.37,326
15531.21,321
15534.05,318
15536.89,318
15539.73,324
15542.58,333
15545.42,326
15548.26,321
15551.1,317
15553.94,318
15556.78,330
15559.62,333
15562.46,334
15565.3,326
15568.14,323
15570.98,324
15573.82,333
15576.67,334
15579.51,331
15582.36,325
15585.2,322
15588.04,324
15590.88,330
15593.72,338
15596.56,330
15599.4,323
15602.24,322
15605.08,328
15607.91,335
15610.75,340
15613.59,334
15616.43,330
15619.27,330
15622.11,341
15624.96,349
15627.8,351
15630.64,347
15633.48,341
15636.32,339
15639.17,344
15642.02,352
15644.86,352
15647.7,350
15650.54,342
15653.38,345
15656.22,354
15659.06,360
15661.9,358
15664.74,345
15667.58,339
15670.42,334
15673.26,342
15676.1,345
15678.94,345
15681.78,333
15684.62,328
15687.46,325
15690.3,332
15693.14,334
15695.99,331
15698.83,323
15701.67,319
15704.51,328
15707.36,336
15710.2,336
15713.04,330
15715.88,322
15718.72,319
15721.55,327
15724.39,330
15727.23,332
15730.08,334
15732.92,324
15735.76,322
15738.6,327
15741.44,339
15744.28,342
15747.12,335
15749.96,325
15752.8,327
15755.64,328
15758.48,327
15761.32,312
15764.17,294
15767.02,290
15769.86,295
15772.7,321
15775.54,359
15778.38,409
15781.22,485
15784.06,584
15786.9,651
15789.74,650
15792.58,651
15795.42,649
15798.26,638
15801.11,517
15803.96,360
15806.8,244
15809.62,193
15812.46,186
15815.3,205
15818.14,238
15820.99,280
15823.83,321
15826.68,337
15829.52,342
15832.37,331
15835.21,325
15838.05,325
15840.89,333
15843.73,335
15846.58,331
15849.42,323
15852.26,322
15855.1,327
15857.94,333
15860.78,337
15863.62,332
15866.47,324
15869.31,322
15872.16,328
15875,334
15877.84,336
15880.68,333
15883.52,324
15886.36,322
15889.2,330
15892.04,335
15894.88,333
15897.72,330
15900.56,324
15903.4,323
15906.24,334
15909.09,341
15911.92,338
15914.75,334
15917.59,332
15920.43,331
15923.27,335
15926.11,340
15928.96,335
15931.8,332
15934.64,326
15937.48,328
15940.32,336
15943.17,340
15946.02,334
15948.85,325
15951.69,321
15954.53,324
15957.38,331
15960.22,335
15963.06,329
15965.9,322
15968.74,322
15971.58,325
15974.42,333
15977.26,335
15980.1,332
15982.95,325
15985.79,326
15988.63,328
15991.48,336
15994.33,339
15997.18,333
16000.02,326
16002.85,325
16005.69,328
16008.53,333
16011.35,335
16014.19,328
16017.03,318
16019.87,313
16022.71,320
16025.55,322
16028.39,316
16031.23,310
16034.08,295
16036.91,294
16039.75,293
16042.59,295
16045.43,290
16048.27,273
16051.11,265
16053.96,259
16056.8,261
16059.64,258
16062.48,251
16065.32,239
16068.17,232
16071.01,231
16073.85,235
16076.68,234
16079.52,232
16082.36,224
16085.2,217
16088.03,221
16090.87,224
16093.71,230
16096.56,220
16099.4,217
16102.23,211
16105.08,217
16107.92,222
16110.76,228
16113.6,220
16116.44,216
16119.28,217
16122.12,221
16124.96,232
16127.8,235
16130.64,228
16133.48,225
16136.32,224
16139.16,234
16142.01,239
16144.85,239
16147.69,233
16150.52,232
16153.36,232
16156.21,238
16159.06,244
16161.88,240
16164.71,237
16167.56,230
16170.4,234
16173.24,244
16176.08,250
16178.92,251
16181.76,245
16184.6,244
16187.43,250
16190.27,256
16193.12,261
16195.97,259
16198.81,255
16201.65,256
16204.49,260
16207.33,270
16210.18,271
16213.02,270
16215.85,264
16218.69,264
16221.53,269
16224.38,273
16227.21,276
16230.06,275
16232.9,268
16235.74,267
16238.58,269
16241.41,276
16244.26,280
16247.1,278
16249.93,274
16252.77,275
16255.61,281
16258.46,293
16261.3,292
16264.14,285
16266.98,284
16269.82,288
16272.66,293
16275.5,300
16278.34,301
16281.18,297
16284.02,292
16286.86,297
16289.7,301
16292.54,312
16295.38,308
16298.22,306
16301.06,304
16303.9,304
16306.74,313
16309.58,317
16312.41,317
16315.25,308
16318.1,304
16320.94,308
16323.78,316
16326.62,323
16329.47,319
16332.31,317
16335.16,313
16337.99,318
16340.83,324
16343.67,330
16346.51,324
16349.36,321
16352.2,319
16355.04,323
16357.88,332
16360.72,333
16363.56,328
16366.4,319
16369.24,320
16372.08,324
16374.92,334
16377.76,337
16380.6,334
16383.44,327
16386.28,326
16389.11,332
16391.96,339
16394.8,338
16397.64,337
16400.47,328
16403.31,330
16406.15,336
16409,341
16411.83,343
16414.67,333
16417.51,330
16420.36,333
16423.2,340
16426.04,341
16428.87,341
16431.71,332
16434.56,330
16437.4,332
16440.24,339
16443.08,346
16445.92,343
16448.76,339
16451.6,338
16454.43,345
16457.28,352
16460.12,353
16462.97,348
16465.81,341
16468.66,338
16471.5,343
16474.34,349
16477.19,356
16480.02,357
16482.86,351
16485.7,344
16488.53,349
16491.37,351
16494.22,347
16497.07,342
16499.91,336
16502.75,337
16505.58,342
16508.42,348
16511.27,346
16514.11,337
16516.95,334
16519.79,331
16522.63,337
16525.48,343
16528.32,343
16531.17,334
16534.02,329
16536.86,330
16539.7,337
16542.54,339
16545.38,339
16548.22,333
16551.07,330
16553.9,334
16556.74,338
16559.58,345
16562.42,344
16565.26,336
16568.1,330
16570.94,333
16573.78,340
16576.62,335
16579.47,314
16582.31,299
16585.16,284
16588.01,293
16590.84,311
16593.68,335
16596.52,373
16599.37,427
16602.2,517
16605.04,634
16607.88,647
16610.72,649
16613.57,650
16616.41,644
16619.26,574
16622.1,447
16624.94,338
16627.78,269
16630.62,241
16633.47,238
16636.32,263
16639.17,293
16642.01,329
16644.85,344
16647.69,350
16650.53,344
16653.37,344
16656.21,342
16659.06,342
16661.9,336
16664.74,323
16667.58,318
16670.42,321
16673.26,327
16676.1,330
16678.94,327
16681.78,321
16684.62,313
16687.47,315
16690.31,321
16693.15,322
16696,322
16698.83,311
16701.68,308
16704.52,310
16707.36,317
16710.21,318
16713.06,313
16715.9,310
16718.74,303
16721.58,311
16724.42,314
16727.27,322
16730.12,317
16732.96,313
16735.8,308
16738.64,317
16741.48,320
16744.32,325
16747.17,323
16750.02,315
16752.86,318
16755.7,323
16758.53,332
16761.38,335
16764.22,329
16767.05,321
16769.88,322
16772.72,329
16775.57,333
16778.41,333
16781.25,327
16784.1,326
16786.94,329
16789.78,337
16792.62,347
16795.46,344
16798.3,341
16801.15,335
16803.99,341
16806.83,349
16809.66,354
16812.5,354
16815.34,348
16818.18,343
16821.02,350
16823.86,358
16826.7,364
16829.53,365
16832.37,357
16835.21,359
16838.06,363
16840.9,371
16843.74,373
16846.58,369
16849.42,358
16852.26,356
16855.1,360
16857.94,365
16860.78,364
16863.62,356
16866.47,347
16869.31,343
16872.15,345
16875,348
16877.84,349
16880.68,341
16883.51,333
16886.36,332
16889.2,335
16892.04,341
16894.87,336
16897.71,327
16900.56,319
16903.4,318
16906.25,320
16909.09,323
16911.93,321
16914.77,314
16917.59,310
16920.43,313
16923.28,319
16926.12,326
16928.97,322
16931.81,314
16934.66,312
16937.5,316
16940.34,325
16943.17,333
16946.01,333
16948.85,328
16951.69,323
16954.53,329
16957.37,336
16960.22,335
16963.07,331
16965.91,329
16968.75,325
16971.58,328
16974.42,335
16977.26,335
16980.1,332
16982.94,321
16985.78,323
16988.62,326
16991.47,334
16994.31,336
16997.15,335
17000,327
17002.83,324
17005.66,324
17008.5,331
17011.34,328
17014.18,324
17017.02,317
17019.85,320
17022.69,324
17025.53,329
17028.37,333
17031.21,326
17034.05,323
17036.89,324
17039.73,335
17042.58,338
17045.42,340
17048.26,336
17051.1,336
17053.94,340
17056.78,347
17059.62,354
17062.47,353
17065.31,350
17068.16,344
17071,349
17073.84,355
17076.68,359
17079.52,357
17082.36,351
17085.21,352
17088.06,358
17090.9,366
17093.72,366
17096.56,362
17099.41,359
17102.26,354
17105.1,361
17107.94,370
17110.78,371
17113.62,366
17116.47,359
17119.31,358
17122.15,361
17124.99,369
17127.83,366
17130.68,362
17133.52,353
17136.37,352
17139.22,353
17142.07,359
17144.9,355
17147.74,344
17150.58,332
17153.42,326
17156.27,326
17159.11,329
17161.96,321
17164.8,310
17167.64,300
17170.48,296
17173.32,292
17176.17,292
17179.02,284
17181.86,272
17184.7,259
17187.54,257
17190.38,258
17193.22,255
17196.06,246
17198.89,229
17201.73,220
17204.58,219
17207.42,220
17210.26,222
17213.1,211
17215.95,200
17218.79,194
17221.64,198
17224.47,203
17227.31,208
17230.16,200
17233,193
17235.83,193
17238.68,198
17241.52,208
17244.37,214
17247.21,209
17250.05,210
17252.89,211
17255.73,225
17258.57,232
17261.41,232
17264.26,230
17267.1,223
17269.95,226
17272.79,237
17275.63,250
17278.48,259
17281.33,258
17284.17,257
17287.01,260
17289.85,266
17292.69,268
17295.53,267
17298.37,259
17301.22,260
17304.07,263
17306.91,274
17309.75,277
17312.58,280
17315.42,274
17318.27,269
17321.12,279
17323.96,287
17326.8,292
17329.64,289
17332.49,288
17335.33,286
17338.17,294
17341.02,302
17343.86,306
17346.7,303
17349.55,298
17352.39,300
17355.23,311
17358.08,320
17360.91,323
17363.75,320
17366.59,314
17369.43,316
17372.28,324
17375.12,328
17377.97,318
17380.82,300
17383.66,288
17386.5,286
17389.34,305
17392.19,336
17395.04,368
17397.88,409
17400.72,468
17403.57,556
17406.42,648
17409.26,649
17412.1,651
17414.94,649
17417.78,609
17420.62,505
17423.47,407
17426.31,331
17429.15,288
17432,269
17434.84,271
17437.68,286
17440.51,311
17443.36,330
17446.21,351
17449.04,365
17451.87,381
17454.71,393
17457.56,403
17460.4,403
17463.24,399
17466.09,393
17468.93,389
17471.78,393
17474.62,402
17477.46,404
17480.3,403
17483.14,399
17485.99,395
17488.83,399
17491.67,406
17494.52,406
17497.37,400
17500.21,398
17503.05,394
17505.89,400
17508.73,407
17511.58,404
17514.42,399
17517.26,390
17520.11,388
17522.96,398
17525.8,401
17528.64,400
17531.49,390
17534.34,384
17537.18,389
17540.02,394
17542.86,398
17545.7,395
17548.55,392
17551.39,383
17554.23,386
17557.07,396
17559.91,400
17562.76,400
17565.6,390
17568.44,383
17571.28,387
17574.13,391
17576.97,396
17579.81,387
17582.66,379
17585.5,379
17588.34,384
17591.18,394
17594.03,396
17596.87,390
17599.72,382
17602.57,381
17605.4,389
17608.24,394
17611.09,396
17613.91,393
17616.75,388
17619.59,388
17622.43,394
17625.28,400
17628.12,401
17630.97,396
17633.82,391
17636.66,390
17639.5,398
17642.34,404
17645.18,401
17648.02,395
17650.86,388
17653.7,390
17656.55,390
17659.39,394
17662.24,390
17665.08,378
17667.91,371
17670.76,372
17673.6,376
17676.44,377
17679.28,374
17682.12,363
17684.97,356
17687.81,359
17690.65,365
17693.49,371
17696.33,363
17699.18,358
17702.02,351
17704.86,355
17707.7,363
17710.55,366
17713.39,358
17716.23,353
17719.07,352
17721.91,361
17724.76,368
17727.6,366
17730.44,360
17733.28,354
17736.12,351
17738.97,358
17741.81,364
17744.64,364
17747.49,355
17750.34,349
17753.17,346
17756.01,351
17758.85,358
17761.69,358
17764.53,349
17767.37,339
17770.22,346
17773.07,351
17775.91,355
17778.75,351
17781.58,349
17784.42,338
17787.27,339
17790.12,348
17792.96,348
17795.8,347
17798.64,339
17801.49,336
17804.33,337
17807.17,342
17810.02,344
17812.86,339
17815.7,334
17818.54,331
17821.38,334
17824.22,340
17827.07,341
17829.9,335
17832.74,328
17835.58,327
17838.42,333
17841.27,338
17844.11,337
17846.96,334
17849.81,324
17852.66,321
17855.5,326
17858.34,334
17861.18,331
17864.03,324
17866.87,317
17869.71,314
17872.56,324
17875.41,325
17878.26,327
17881.1,320
17883.94,315
17886.78,317
17889.62,325
17892.47,329
17895.31,328
17898.16,321
17901.01,313
17903.85,316
17906.69,322
17909.53,329
17912.38,329
17915.23,321
17918.07,316
17920.91,317
17923.75,326
17926.59,330
17929.43,328
17932.27,322
17935.1,314
17937.95,321
17940.79,326
17943.62,327
17946.46,326
17949.3,317
17952.15,314
17954.99,319
17957.83,329
17960.67,328
17963.51,324
17966.36,321
17969.2,315
17972.04,318
17974.88,329
17977.72,326
17980.57,319
17983.41,319
17986.26,314
17989.1,322
17991.94,328
17994.78,324
17997.62,318
18000.47,312
18003.31,310
18006.16,317
18009,323
18011.84,325
18014.68,321
18017.52,315
18020.36,318
18023.2,321
18026.04,333
18028.88,333
18031.7,328
18034.55,328
18037.39,326
18040.23,330
18043.07,330
18045.91,329
18048.75,321
18051.59,323
18054.43,332
18057.27,343
18060.11,345
18062.96,338
18065.8,326
18068.64,321
18071.48,322
18074.32,332
18077.17,337
18080.02,333
18082.85,325
18085.69,324
18088.53,326
18091.38,334
18094.22,337
18097.06,330
18099.9,326
18102.74,327
18105.58,335
18108.42,342
18111.26,340
18114.11,334
18116.96,329
18119.8,329
18122.64,338
18125.48,340
18128.32,340
18131.17,334
18134.01,330
18136.85,327
18139.69,336
18142.53,340
18145.36,339
18148.2,324
18151.04,305
18153.88,297
18156.72,290
18159.56,290
18162.41,297
18165.26,300
18168.1,325
18170.94,384
18173.78,466
18176.62,570
18179.47,647
18182.31,647
18185.15,647
18188,646
18190.84,612
18193.68,483
18196.52,337
18199.36,231
18202.21,184
18205.06,189
